890940636	20191205	201912	2019	2019.9178	SWE	SWEDEN	SWE								BEL	BELGIUM	BEL								1	036	036	03	1	4.0	8	1	8	3.31632653061224	1	Sweden	SW	SW		62	15	SW	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890940637	20191205	201912	2019	2019.9178	SWE	SWEDEN	SWE								DNK	DENMARK	DNK								1	036	036	03	1	4.0	2	1	2	3.31632653061224	1	Norway	NO	NO		62	10	NO	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890940638	20191205	201912	2019	2019.9178	SWE	SWEDEN	SWE								DNK	DENMARK	DNK								1	036	036	03	1	4.0	8	1	8	3.31632653061224	1	Sweden	SW	SW		62	15	SW	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890940639	20191205	201912	2019	2019.9178	SWE	SWEDEN	SWE								GOV	MINIST						GOV			1	030	030	03	1	4.0	2	1	2	3.31632653061224	1	Norway	NO	NO		62	10	NO	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	1	United Kingdom	UK	UK		54	-4	UK	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890940640	20191205	201912	2019	2019.9178	SWE	SWEDEN	SWE								GOV	MINIST						GOV			1	030	030	03	1	4.0	8	1	8	3.31632653061224	1	Sweden	SW	SW		62	15	SW	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	1	United Kingdom	UK	UK		54	-4	UK	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890940641	20191205	201912	2019	2019.9178	SYR	SYRIA	SYR								IRN	IRANIAN	IRN								0	195	195	19	4	-10.0	1	1	1	-2.72889568987503	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940642	20191205	201912	2019	2019.9178	SYR	SYRIA	SYR								IRN	IRANIAN	IRN								0	195	195	19	4	-10.0	4	1	4	-2.72889568987503	1	Syria	SY	SY		35	38	SY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940643	20191205	201912	2019	2019.9178	THA	THAILAND	THA								GOV	GOVERNMENT						GOV			0	043	043	04	1	2.8	10	1	10	1.5748031496063	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20191205044500	https://paultan.org/2019/12/05/thailand-to-establish-a-national-ev-panel-within-three-months-to-drive-policies-and-speed-up-development/
890940644	20191205	201912	2019	2019.9178	TUR	TURKEY	TUR								EGY	EGYPT	EGY								0	036	036	03	1	4.0	8	1	8	-0.837988826815645	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Egypt	EG	EG		27	30	EG	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205044500	https://www.newindianexpress.com/states/odisha/2019/dec/05/onion-prices-soar-to-rs-120-jan-crop-may-bring-hope-2071829.html
890940645	20191205	201912	2019	2019.9178	TUR	TURKEY	TUR								EGY	EGYPT	EGY								0	036	036	03	1	4.0	2	1	2	-0.837988826815645	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205044500	https://www.newindianexpress.com/states/odisha/2019/dec/05/onion-prices-soar-to-rs-120-jan-crop-may-bring-hope-2071829.html
890940646	20191205	201912	2019	2019.9178	TUR	TURKEY	TUR								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	1	1	1	-2.72889568987503	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940647	20191205	201912	2019	2019.9178	TUR	TURKISH	TUR								UAF	MILITIA						UAF			1	1123	112	11	3	-2.0	4	1	4	-0.53191489361702	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205044500	https://www.tribuneindia.com/news/world/amid-turkey-row-leaders-meet-on-nato-anniv/870527.html
890940648	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	1	1	1	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Schaffhouse-Sur-Zorn, Alsace, France	FR	FRC1	16296	48.7319	7.56505	-1470012	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940649	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	4	1	4	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940650	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	1	1	1	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Schaffhouse-Sur-Zorn, Alsace, France	FR	FRC1	16296	48.7319	7.56505	-1470012	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940651	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	2	1	2	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940652	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	2	1	2	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940653	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GBRGOV	UNITED KINGDOM	GBR					GOV			0	040	040	04	1	1.0	1	1	1	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940654	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GBRGOV	UNITED KINGDOM	GBR					GOV			0	046	046	04	1	7.0	1	1	1	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940655	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	4	1	4	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940656	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	2	1	2	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940657	20191205	201912	2019	2019.9178	TURGOV	TURKEY	TUR					GOV			GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	2	1	2	-2.72889568987503	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940658	20191205	201912	2019	2019.9178	TURGOV	TURKISH	TUR					GOV			UAF	MILITIA						UAF			1	1123	112	11	3	-2.0	6	1	6	-0.53191489361702	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205044500	https://www.tribuneindia.com/news/world/amid-turkey-row-leaders-meet-on-nato-anniv/870527.html
890940659	20191205	201912	2019	2019.9178	UAF	GUNMAN						UAF													1	010	010	01	1	0.0	5	1	5	-7.46753246753247	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20191205044500	https://www.upi.com/Top_News/US/2019/12/04/3-killed-including-gunman-in-Pearl-Harbor-shipyard-shooting/5351575510428/
890940660	20191205	201912	2019	2019.9178	UAF	GUNMAN						UAF													0	193	193	19	4	-10.0	2	1	2	-6.63507109004739	1	Ireland	EI	EI		53	-8	EI	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20191205044500	http://www.irishnews.com/news/northernirelandnews/2019/12/05/news/dissident-republicans-were-paid-to-murder-jim-donegan-1782773/
890940661	20191205	201912	2019	2019.9178	UAF	GUNMAN						UAF													0	193	193	19	4	-10.0	8	1	8	-6.63507109004739	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20191205044500	http://www.irishnews.com/news/northernirelandnews/2019/12/05/news/dissident-republicans-were-paid-to-murder-jim-donegan-1782773/
890940662	20191205	201912	2019	2019.9178	UAF	GUNMAN						UAF													1	193	193	19	4	-10.0	5	1	5	-7.46753246753247	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20191205044500	https://www.upi.com/Top_News/US/2019/12/04/3-killed-including-gunman-in-Pearl-Harbor-shipyard-shooting/5351575510428/
890940663	20191205	201912	2019	2019.9178	UAF	GUNMAN						UAF			GOVMILLAB	DEPARTMENT OF DEFENSE						GOV	MIL	LAB	1	193	193	19	4	-10.0	1	1	1	-4.11985018726592	3	Pearl Harbor, Hawaii, United States	US	USHI	HI003	21.355	-157.972	363230	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	20191205044500	https://www.KAALtv.com/article/stories/S5570610.shtml?cat=10728
890940664	20191205	201912	2019	2019.9178	UAF	GUNMAN						UAF			IRL	IRELAND	IRL								0	193	193	19	4	-10.0	4	1	4	-6.63507109004739	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20191205044500	http://www.irishnews.com/news/northernirelandnews/2019/12/05/news/dissident-republicans-were-paid-to-murder-jim-donegan-1782773/
890940665	20191205	201912	2019	2019.9178	UAF	GUNMAN						UAF			USAMIL	UNITED STATES	USA					MIL			1	190	190	19	4	-10.0	1	1	1	-5.97826086956521	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20191205044500	https://abc30.com/military-3-dead-including-gunman-in-shooting-at-pearl-harbor/5734301/
890940666	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR																		0	010	010	01	1	0.0	2	1	2	-0.22753128555176	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205044500	https://www.msn.com/en-us/news/politics/factbox-key-witness-testimony-at-heart-of-democrats-drive-to-impeach-trump/ar-BBXJXnT
890940667	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR																		1	010	010	01	1	0.0	3	1	3	-2.44173140954495	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20191205044500	https://www.vnews.com/Twin-State-reps-weigh-in-on-impeachment-31023447
890940668	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR																		1	015	015	01	1	0.0	2	1	2	-0.22753128555176	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20191205044500	https://www.msn.com/en-us/news/politics/factbox-key-witness-testimony-at-heart-of-democrats-drive-to-impeach-trump/ar-BBXJXnT
890940669	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR																		1	015	015	01	1	0.0	2	1	2	-0.22753128555176	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205044500	https://www.msn.com/en-us/news/politics/factbox-key-witness-testimony-at-heart-of-democrats-drive-to-impeach-trump/ar-BBXJXnT
890940670	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR																		0	016	016	01	1	-2.0	4	1	4	-5.81683168316832	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20191205044500	https://www.daijiworld.com/news/newsDisplay.aspx?newsID=650264
890940671	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR								GOV	PRESIDENT						GOV			1	080	080	08	2	5.0	2	1	2	-3.8173142467621	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205044500	https://www.timesofisrael.com/professors-make-impeachment-case-democrats-say-theyre-all-in/
890940672	20191205	201912	2019	2019.9178	UKR	UKRAINIAN	UKR								JUD	JUDICIARY						JUD			1	040	040	04	1	1.0	4	1	4	-6.95187165775401	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20191205044500	https://www.thedailybeast.com/rudy-giuliani-is-in-europe-to-interview-yuriy-lutsenko-ukrainians-tied-to-trump-impeachment-probe-report
890940673	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR								USA	UNITED STATES	USA								0	013	013	01	1	0.4	4	1	4	-0.22753128555176	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20191205044500	https://www.msn.com/en-us/news/politics/factbox-key-witness-testimony-at-heart-of-democrats-drive-to-impeach-trump/ar-BBXJXnT
890940674	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR								USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-0.22753128555176	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20191205044500	https://www.msn.com/en-us/news/politics/factbox-key-witness-testimony-at-heart-of-democrats-drive-to-impeach-trump/ar-BBXJXnT
890940675	20191205	201912	2019	2019.9178	UKR	UKRAINE	UKR								USAGOV	JOE BIDEN	USA					GOV			0	0214	021	02	1	3.4	2	1	2	-3.8173142467621	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Ukraine	UP	UP		49	32	UP	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205044500	https://www.timesofisrael.com/professors-make-impeachment-case-democrats-say-theyre-all-in/
890940676	20191205	201912	2019	2019.9178	UKRELI	UKRAINIAN	UKR					ELI			JUD	JUDICIARY						JUD			1	040	040	04	1	1.0	6	1	6	-6.95187165775401	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20191205044500	https://www.thedailybeast.com/rudy-giuliani-is-in-europe-to-interview-yuriy-lutsenko-ukrainians-tied-to-trump-impeachment-probe-report
890940677	20191205	201912	2019	2019.9178	UKRGOV	UKRAINE	UKR					GOV			JUD	JUDICIARY						JUD			1	043	043	04	1	2.8	2	1	2	-3.8173142467621	1	Ukraine	UP	UP		49	32	UP	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205044500	https://www.timesofisrael.com/professors-make-impeachment-case-democrats-say-theyre-all-in/
890940678	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	1.46137787056367	3	Healdton, Oklahoma, United States	US	USOK	OK019	34.2331	-97.4878	1093636	0								3	Healdton, Oklahoma, United States	US	USOK	OK019	34.2331	-97.4878	1093636	20191205044500	https://www.healthdatamanagement.com/news/usda-sets-116-7m-in-grants-for-rural-broadband-will-aid-healthcare
890940679	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	1	4	-0.25641025641025	3	Davidson County, Tennessee, United States	US	USTN	TN037	36.1501	-86.7833	1639737	0								3	Davidson County, Tennessee, United States	US	USTN		36.1501	-86.7833	1639737	20191205044500	https://www.commercialappeal.com/story/news/2019/12/04/judge-rules-against-sheraton-lawsuit-loews-incentives-downtown-memphis-hotel-development/2613572001/
890940680	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	1	4	0.60975609756098	3	Miracle Mile, California, United States	US	USCA	CA037	34.0625	-118.353	2130535	0								3	Miracle Mile, California, United States	US	USCA		34.0625	-118.353	2130535	20191205044500	https://www.syfy.com/syfywire/claude-earl-jones-dies-obituary
890940681	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	-2.10876803551609	3	Trego County, Kansas, United States	US	USKS	KS195	38.9167	-99.8837	485058	0								3	Trego County, Kansas, United States	US	USKS		38.9167	-99.8837	485058	20191205044500	http://www.ctnewsonline.com/news/article_f6dac0a2-1646-11ea-98da-0f2fa665fcfe.html
890940682	20191205	201912	2019	2019.9178	USA	TEXAS	USA																		1	012	012	01	1	-0.4	6	1	6	-0.89285714285714	3	White Oak, Texas, United States	US	USTX	TX183	32.5279	-94.8613	1349958	0								3	White Oak, Texas, United States	US	USTX		32.5279	-94.8613	1349958	20191205044500	https://www.kltv.com/2019/12/05/officer-smells-trouble-skunk-rescues-it-without-getting-sprayed/
890940683	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		1	012	012	01	1	-0.4	4	1	4	-0.89285714285714	3	White Oak, Texas, United States	US	USTX	TX183	32.5279	-94.8613	1349958	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191205044500	https://www.kltv.com/2019/12/05/officer-smells-trouble-skunk-rescues-it-without-getting-sprayed/
890940684	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	4	1	4	1.20705663881152	3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	0								3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	20191205044500	https://missoulian.com/news/local/planning-board-gives-nod-to-condo-project/article_fdb5d3d6-e5ce-5c2c-8ea2-eba12aadb015.html
890940685	20191205	201912	2019	2019.9178	USA	OHIO	USA																		0	013	013	01	1	0.4	3	1	3	-0.39714058776807	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20191205044500	https://www.athensnews.com/news/election/athens-high-ou-grad-runs-for-congress-in-columbus-area/article_bdf90406-16cd-11ea-a30b-735ae917f240.html
890940686	20191205	201912	2019	2019.9178	USA	OHIO	USA																		0	013	013	01	1	0.4	3	1	3	-0.39714058776807	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20191205044500	https://www.athensnews.com/news/election/athens-high-ou-grad-runs-for-congress-in-columbus-area/article_bdf90406-16cd-11ea-a30b-735ae917f240.html
890940687	20191205	201912	2019	2019.9178	USA	OHIO	USA																		0	013	013	01	1	0.4	4	1	4	-0.39714058776807	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20191205044500	https://www.athensnews.com/news/election/athens-high-ou-grad-runs-for-congress-in-columbus-area/article_bdf90406-16cd-11ea-a30b-735ae917f240.html
890940688	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	6	1	6	-6.75675675675675	3	Burlington, Vermont, United States	US	USVT	VT007	44.4759	-73.2121	1456663	0								3	Quechee, Vermont, United States	US	USVT	VT027	43.6462	-72.4184	1459125	20191205044500	https://www.vnews.com/Ryan-Wall-court-update-31026371
890940689	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	2	1	2	-6.75675675675675	3	Johnson State College, Vermont, United States	US	USVT	VT015	44.6411	-72.6717	1459685	0								3	Johnson State College, Vermont, United States	US	USVT		44.6411	-72.6717	1459685	20191205044500	https://www.vnews.com/Ryan-Wall-court-update-31026371
890940690	20191205	201912	2019	2019.9178	USA	NEW ORLEANS	USA																		1	020	020	02	1	3.0	12	2	12	-3.90048888313076	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205044500	https://www.reuters.com/article/us-china-huawei/huawei-appeals-against-u-s-ban-on-rural-carrier-customers-accessing-subsidies-idUSKBN1Y909K
890940691	20191205	201912	2019	2019.9178	USA	NEW ORLEANS	USA																		1	020	020	02	1	3.0	10	1	10	-5.36585365853659	4	Liuping, Gansu, China	CH	CH15	13270	33.8356	104.292	10649941	0								4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20191205044500	https://www.thesundaily.my/business/huawei-files-appeal-in-us-court-against-fcc-s-rural-carrier-purchase-ban-BF1722838
890940692	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	-2.15827338129497	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20191205044500	https://www.capitolnewsillinois.com/Blog/Posts/618/Uncategorized/2019/12/More-urgency-needed-on-ethics-reforms-GOP-lawmakers-say/blog-post/
890940693	20191205	201912	2019	2019.9178	USA	NEW ORLEANS	USA																		1	020	020	02	1	3.0	8	2	8	-3.90048888313076	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205044500	https://www.reuters.com/article/us-china-huawei/huawei-appeals-against-u-s-ban-on-rural-carrier-customers-accessing-subsidies-idUSKBN1Y909K
890940694	20191205	201912	2019	2019.9178	USA	TEXAS	USA																		1	0231	023	02	1	3.4	8	1	8	0.66730219256435	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191205044500	https://hotair.com/archives/karen-townsend/2019/12/04/texas-democrats-lets-get-beto-orourke-run-cornyn/
890940695	20191205	201912	2019	2019.9178	USA	UNITED STATES	USA																		0	0234	023	02	1	3.4	4	1	4	6.13598673300165	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20191205044500	https://www.abqjournal.com/1398086/enchanted-evening-in-dc.html
890940696	20191205	201912	2019	2019.9178	USA	NEW HAMPSHIRE	USA																		0	0353	035	03	1	7.0	8	1	8	1.10294117647059	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20191205044500	https://www.ledgertranscript.com/Candidates-come-to-town-30997623
